Customer ID,Customer Name,Segment,City,State,Postal Code,Region
C0087,Annie Zypern,Consumer,New York City,New York,10009,East
C0104,Christina Anderson,Consumer,San Francisco,California,94110,West
C0105,Jonathan Doherty,Corporate,Los Angeles,California,90036,West
C0106,Damala Kotsonis,Corporate,San Francisco,California,94122,West
C0107,Cindy Stewart,Consumer,Pomona,California,91767,West
C0108,Christina VanderZanden,Consumer,Des Moines,Iowa,50315,Central
C0109,Daniel Raglin,Home Office,Albuquerque,New Mexico,87105,West
C0110,Mike Pelletier,Home Office,Springfield,Ohio,45503,East
C0111,Mike Gockenbach,Consumer,Plano,Texas,75023,Central
C0112,Kunst Miller,Consumer,Long Beach,New York,11561,East
C0113,Dorris liebe,Corporate,Seattle,Washington,98105,West
C0114,Susan Gilcrest,Corporate,New York City,New York,10009,East
C0042,Guy Armstrong,Consumer,San Francisco,California,94110,West
C0115,Mark Packer,Home Office,Brownsville,Texas,78521,Central
C0116,Nat Carroll,Consumer,Apple Valley,Minnesota,55124,Central
C0117,Alex Avila,Consumer,San Francisco,California,94122,West
C0118,Jas O'Carroll,Consumer,Philadelphia,Pennsylvania,19120,East
C0119,Dorothy Dickinson,Consumer,Chicago,Illinois,60610,Central
C0120,Karen Bern,Corporate,Miami,Florida,33180,South
C0121,Trudy Glocke,Consumer,Tampa,Florida,33614,South
C0112,Kunst Miller,Consumer,Vallejo,California,94591,West
C0122,Katharine Harms,Corporate,Revere,Massachusetts,2151,East
C0123,Rob Dowd,Consumer,Athens,Georgia,30605,South
C0124,Anna Häberlin,Corporate,Virginia Beach,Virginia,23464,South
C0125,Katrina Edelman,Corporate,Los Angeles,California,90008,West
C0126,Paul Knutson,Home Office,San Francisco,California,94109,West
C0103,Maurice Satty,Consumer,Detroit,Michigan,48205,Central
C0127,Mary Zewe,Corporate,Los Angeles,California,90008,West
C0128,Ken Black,Corporate,Lafayette,Louisiana,70506,South
C0129,Tracy Hopkins,Home Office,New York City,New York,10035,East
C0130,Greg Maxwell,Corporate,Alexandria,Virginia,22304,South
C0131,John Grady,Corporate,Decatur,Illinois,62521,Central
C0132,Ruben Dartt,Consumer,Dearborn Heights,Michigan,48127,Central
C0133,Roy Phan,Corporate,Richmond,Kentucky,40475,South
C0134,Guy Phonely,Corporate,Lancaster,Pennsylvania,17602,East
C0027,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,19143,East
C0135,Scott Cohen,Corporate,Seattle,Washington,98115,West
C0136,Andy Yotov,Corporate,Los Angeles,California,90049,West
C0137,Frank Hawley,Corporate,Los Angeles,California,90004,West
C0138,Pauline Johnson,Consumer,Mobile,Alabama,36608,South
C0139,Roland Schwarz,Corporate,Columbia,South Carolina,29203,South
C0140,Valerie Mitchum,Home Office,Marietta,Georgia,30062,South
C0141,Jim Mitchum,Corporate,Glendale,Arizona,85301,West
C0142,Ruben Ausman,Corporate,Decatur,Alabama,35601,South
C0143,Pauline Chand,Home Office,Chandler,Arizona,85224,West
C0040,Nathan Mautz,Home Office,Concord,California,94521,West
C0144,John Stevenson,Consumer,Toledo,Ohio,43615,East
C0145,Jay Kimmel,Consumer,Miami,Florida,33180,South
C0146,Sanjit Engle,Consumer,Lewiston,Idaho,83501,West
C0147,Gary Mitchum,Home Office,Austin,Texas,78745,Central
C0148,Michelle Moray,Consumer,Great Falls,Montana,59405,West
C0149,Kean Nguyen,Corporate,Redondo Beach,California,90278,West
C0150,Stewart Visinsky,Consumer,Bloomington,Indiana,47401,Central
C0151,Edward Hooks,Corporate,Lodi,California,95240,West
C0105,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,19140,East
C0152,Ben Ferrer,Home Office,Baltimore,Maryland,21215,East
C0153,Paul Stevenson,Home Office,Los Angeles,California,90049,West
C0154,Stephanie Phelps,Corporate,Wilmington,North Carolina,28403,South
C0155,John Lee,Consumer,Los Angeles,California,90049,West
C0112,Kunst Miller,Consumer,Houston,Texas,77095,Central
C0156,Nicole Fjeld,Home Office,San Jose,California,95123,West
C0157,Allen Goldenen,Consumer,Arlington,Virginia,22204,South
C0010,Seth Vernon,Consumer,Houston,Texas,77070,Central
C0158,Benjamin Patterson,Consumer,Los Angeles,California,90045,West
C0159,Allen Armold,Consumer,Los Angeles,California,90008,West
C0160,Dorothy Badders,Corporate,Henderson,Kentucky,42420,South
C0161,Aaron Hawkins,Corporate,Troy,New York,12180,East
C0162,Theresa Swint,Corporate,Philadelphia,Pennsylvania,19134,East
C0163,Laurel Beltran,Home Office,Columbus,Ohio,43229,East
C0040,Nathan Mautz,Home Office,San Francisco,California,94109,West
C0164,Dianna Arnett,Home Office,Houston,Texas,77095,Central
C0165,Lena Creighton,Consumer,Wilmington,North Carolina,28403,South
C0166,Beth Thompson,Home Office,San Gabriel,California,91776,West
C0167,Aleksandra Gannaway,Corporate,Los Angeles,California,90049,West
C0168,Marc Harrigan,Home Office,Los Angeles,California,90036,West
C0169,Muhammed Yedwab,Corporate,Baltimore,Maryland,21215,East
C0170,George Bell,Corporate,Newark,Ohio,43055,East
C0171,Arianne Irving,Consumer,San Francisco,California,94122,West
C0172,David Smith,Corporate,Jamestown,New York,14701,East
C0173,Lauren Leatherbury,Consumer,Rochester,New York,14609,East
C0174,Harry Greene,Consumer,Lake Charles,Louisiana,70601,South
C0175,Laura Armstrong,Corporate,Memphis,Tennessee,38109,South
C0176,Katherine Hughes,Consumer,Dover,Delaware,19901,East
C0052,Tamara Manning,Consumer,Jackson,Mississippi,39212,South
C0177,Justin MacKendrick,Consumer,Louisville,Kentucky,40214,South
C0178,Andrew Roberts,Consumer,Columbus,Ohio,43229,East
C0179,Cari Schnelling,Consumer,Lakeland,Florida,33801,South
C0180,Joni Sundaresam,Home Office,Appleton,Wisconsin,54915,Central
C0181,Nathan Cano,Consumer,Yonkers,New York,10701,East
C0182,Paul MacIntyre,Consumer,Jackson,Michigan,49201,Central
C0183,Andrew Allen,Consumer,Middletown,Connecticut,6457,East
C0116,Nat Carroll,Consumer,Houston,Texas,77036,Central
C0184,Bill Shonely,Corporate,Seattle,Washington,98105,West
C0185,Peter Fuller,Consumer,Richmond,Kentucky,40475,South
C0186,Emily Burns,Consumer,San Antonio,Texas,78207,Central
C0122,Katharine Harms,Corporate,Freeport,Illinois,61032,Central
C0187,Giulietta Dortch,Corporate,Arlington,Virginia,22204,South
C0188,Harold Pawlan,Home Office,Los Angeles,California,90049,West
C0189,Steve Nguyen,Home Office,Los Angeles,California,90004,West
C0190,Carol Triggs,Consumer,Lawrence,Massachusetts,1841,East
C0074,Kean Thornton,Consumer,Philadelphia,Pennsylvania,19134,East
C0191,Patrick Gardner,Consumer,San Francisco,California,94110,West
C0192,Sean Braxton,Corporate,Henderson,Kentucky,42420,South
C0171,Arianne Irving,Consumer,Kent,Washington,98031,West
C0193,Art Foster,Consumer,Philadelphia,Pennsylvania,19134,East
C0194,Greg Matthias,Consumer,San Jose,California,95123,West
C0195,Paul Gonzalez,Consumer,Fort Worth,Texas,76106,Central
C0196,Raymond Messe,Consumer,Houston,Texas,77095,Central
C0197,Brooke Gillingham,Corporate,Watertown,New York,13601,East
C0198,Victoria Wilson,Corporate,Huntsville,Texas,77340,Central
C0199,Harold Dahlen,Home Office,Chicago,Illinois,60610,Central
C0020,Hunter Lopez,Consumer,Milwaukee,Wisconsin,53209,Central
C0074,Kean Thornton,Consumer,Franklin,Massachusetts,2038,East
C0200,Alejandro Grove,Consumer,West Jordan,Utah,84084,West
C0201,Erica Hernandez,Home Office,Hialeah,Florida,33012,South
C0202,Naresj Patel,Consumer,Oakland,California,94601,West
C0161,Aaron Hawkins,Corporate,Los Angeles,California,90004,West
C0203,Anthony Johnson,Corporate,Saint Petersburg,Florida,33710,South
C0204,Pauline Webber,Corporate,Los Angeles,California,90036,West
C0205,Cindy Chapman,Consumer,San Francisco,California,94122,West
C0206,Pete Armstrong,Home Office,Eau Claire,Wisconsin,54703,Central
C0207,Bruce Stewart,Consumer,Cleveland,Ohio,44105,East
C0208,Ted Trevino,Consumer,Akron,Ohio,44312,East
C0209,George Ashbrook,Consumer,Dallas,Texas,75220,Central
C0210,John Huston,Consumer,Midland,Michigan,48640,Central
C0211,Tamara Dahlen,Consumer,Virginia Beach,Virginia,23464,South
C0212,Randy Ferguson,Corporate,Dover,New Hampshire,3820,East
C0213,Matt Collister,Corporate,San Marcos,Texas,78666,Central
C0214,Mitch Willingham,Corporate,Virginia Beach,Virginia,23464,South
C0215,Bradley Talbott,Home Office,San Diego,California,92037,West
C0216,Frank Gastineau,Home Office,Lawrence,Massachusetts,1841,East
C0176,Katherine Hughes,Consumer,Houston,Texas,77070,Central
C0217,Evan Henry,Consumer,Decatur,Alabama,35601,South
C0178,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,19134,East
C0016,Erica Hackney,Consumer,Bellevue,Washington,98006,West
C0218,Greg Tran,Consumer,New York City,New York,10035,East
C0219,Resi Pölking,Consumer,Baltimore,Maryland,21215,East
C0220,Janet Lee,Consumer,Chicago,Illinois,60623,Central
C0221,Barry Weirich,Consumer,New York City,New York,10035,East
C0045,Marina Lichtenstein,Corporate,Los Angeles,California,90008,West
C0222,Herbert Flentye,Consumer,Los Angeles,California,90008,West
C0223,Dean percer,Home Office,Murray,Utah,84107,West
C0148,Michelle Moray,Consumer,Chicago,Illinois,60623,Central
C0224,Maya Herman,Corporate,San Diego,California,92105,West
C0165,Lena Creighton,Consumer,San Francisco,California,94109,West
C0225,Laurel Elliston,Consumer,Chicago,Illinois,60653,Central
C0226,Patrick Jones,Corporate,Seattle,Washington,98115,West
C0227,Magdelene Morse,Consumer,Seattle,Washington,98105,West
C0228,Ellis Ballard,Corporate,Richmond,Virginia,23223,South
C0229,Shahid Shariari,Consumer,Buffalo Grove,Illinois,60089,Central
C0230,James Galang,Consumer,New York City,New York,10024,East
C0231,Laurel Workman,Corporate,New York City,New York,10024,East
C0232,Mark Cousins,Corporate,Chicago,Illinois,60623,Central
C0233,Jim Karlsson,Consumer,Jackson,Mississippi,39212,South
C0234,Dianna Wilson,Home Office,Lakeville,Minnesota,55044,Central
C0235,Corey Roper,Home Office,Lakewood,New Jersey,8701,East
C0236,Liz Thompson,Consumer,Little Rock,Arkansas,72209,South
C0088,Quincy Jones,Corporate,Detroit,Michigan,48234,Central
C0080,Christine Kargatis,Home Office,Orem,Utah,84057,West
C0150,Stewart Visinsky,Consumer,Roswell,Georgia,30076,South
C0237,Steven Cartwright,Consumer,Seattle,Washington,98115,West
C0238,Ross Baird,Home Office,Midland,Michigan,48640,Central
C0239,Richard Eichhorn,Consumer,Decatur,Illinois,62521,Central
C0115,Mark Packer,Home Office,Columbus,Ohio,43229,East
C0240,Bobby Trafton,Consumer,New York City,New York,10035,East
C0241,Bryan Mills,Consumer,Rochester,New York,14609,East
C0242,Grant Thornton,Corporate,Long Beach,New York,11561,East
C0243,Sarah Bern,Consumer,Chicago,Illinois,60623,Central
C0244,Valerie Takahito,Home Office,Houston,Texas,77070,Central
C0150,Stewart Visinsky,Consumer,Jacksonville,Florida,32216,South
C0245,Bart Pistole,Corporate,Peoria,Illinois,61604,Central
C0246,Nick Radford,Consumer,Aurora,Illinois,60505,Central
C0247,Carlos Soltero,Consumer,Seattle,Washington,98115,West
C0125,Katrina Edelman,Corporate,Bristol,Tennessee,37620,South
C0248,Rick Duston,Consumer,Long Beach,New York,11561,East
C0249,Brosina Hoffman,Consumer,Los Angeles,California,90032,West
C0250,Carl Weiss,Home Office,Huntsville,Texas,77340,Central
C0251,Chuck Magee,Consumer,San Francisco,California,94122,West
C0252,Frank Olsen,Consumer,Harrisonburg,Virginia,22801,South
C0094,Thomas Seio,Corporate,North Las Vegas,Nevada,89031,West
C0253,Heather Kirkland,Corporate,Detroit,Michigan,48234,Central
C0077,Filia McAdams,Corporate,Los Angeles,California,90032,West
C0254,Sharelle Roach,Home Office,Detroit,Michigan,48234,Central
C0255,Kelly Lampkin,Corporate,San Antonio,Texas,78207,Central
C0256,Pamela Stobb,Consumer,El Paso,Texas,79907,Central
C0257,Sonia Cooley,Consumer,Mishawaka,Indiana,46544,Central
C0075,Chloris Kastensmidt,Consumer,Hempstead,New York,11550,East
C0258,Duane Benoit,Consumer,Newark,Delaware,19711,East
C0259,Gary Hwang,Consumer,Seattle,Washington,98105,West
C0260,Jennifer Ferguson,Consumer,Chicago,Illinois,60653,Central
C0261,Mick Crebagga,Consumer,Los Angeles,California,90036,West
C0067,Sam Craven,Consumer,Plano,Texas,75023,Central
C0262,Corey-Lock,Consumer,Lawton,Oklahoma,73505,Central
C0202,Naresj Patel,Consumer,Waynesboro,Virginia,22980,South
C0057,Dave Brooks,Consumer,Lakewood,New Jersey,8701,East
C0196,Raymond Messe,Consumer,Meriden,Connecticut,6450,East
C0150,Stewart Visinsky,Consumer,Pueblo,Colorado,81001,West
C0263,Natalie Webber,Consumer,Philadelphia,Pennsylvania,19120,East
C0264,Toby Braunhardt,Consumer,New York City,New York,10024,East
C0230,James Galang,Consumer,Long Beach,New York,11561,East
C0265,Joel Eaton,Consumer,Louisville,Colorado,80027,West
C0266,Dianna Vittorini,Consumer,Minneapolis,Minnesota,55407,Central
C0267,Anna Andreadi,Consumer,Chester,Pennsylvania,19013,East
C0264,Toby Braunhardt,Consumer,Phoenix,Arizona,85023,West
C0268,Brian Stugart,Consumer,Philadelphia,Pennsylvania,19143,East
C0269,Denise Leinenbach,Consumer,Concord,North Carolina,28027,South
C0270,Liz Pelletier,Consumer,Tucson,Arizona,85705,West
C0271,Noel Staavos,Corporate,Los Angeles,California,90049,West
C0272,Grace Kelly,Corporate,Salem,Oregon,97301,West
C0273,Liz MacKendrick,Consumer,Southaven,Mississippi,38671,South
C0274,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,19140,East
C0275,Rob Williams,Corporate,Detroit,Michigan,48234,Central
C0276,Dan Lawera,Consumer,Cincinnati,Ohio,45231,East
C0233,Jim Karlsson,Consumer,New York City,New York,10024,East
C0277,Helen Abelman,Consumer,New York City,New York,10024,East
C0278,Russell Applegate,Consumer,Chicago,Illinois,60653,Central
C0279,Anthony Rawles,Corporate,Los Angeles,California,90004,West
C0280,Michael Stewart,Corporate,Houston,Texas,77095,Central
C0179,Cari Schnelling,Consumer,New York City,New York,10011,East
C0281,Brian DeCherney,Consumer,Wilmington,North Carolina,28403,South
C0231,Laurel Workman,Corporate,Deltona,Florida,32725,South
C0282,Eric Hoffmann,Consumer,Plainfield,New Jersey,7060,East
C0125,Katrina Edelman,Corporate,Aurora,Colorado,80013,West
C0283,Maxwell Schwartz,Consumer,Richmond,Virginia,23223,South
C0284,Michael Chen,Consumer,Jackson,Mississippi,39212,South
C0285,Dan Campbell,Consumer,Houston,Texas,77036,Central
C0286,Dennis Pardue,Home Office,Los Angeles,California,90004,West
C0018,David Wiener,Corporate,Knoxville,Tennessee,37918,South
C0287,Don Miller,Corporate,Palm Coast,Florida,32137,South
C0288,Emily Phan,Consumer,New York City,New York,10011,East
C0289,Becky Castell,Home Office,El Cajon,California,92020,West
C0155,John Lee,Consumer,Philadelphia,Pennsylvania,19120,East
C0290,Michelle Huthwaite,Consumer,Buffalo,New York,14215,East
C0291,Ed Braxton,Corporate,San Francisco,California,94122,West
C0292,Brian Moss,Corporate,Dallas,Texas,75217,Central
C0293,Gary Hansen,Home Office,Los Angeles,California,90049,West
C0294,Darrin Sayre,Home Office,San Francisco,California,94122,West
C0175,Laura Armstrong,Corporate,Hackensack,New Jersey,7601,East
C0047,Michael Nguyen,Consumer,El Paso,Texas,79907,Central
C0295,Mark Hamilton,Consumer,New York City,New York,10011,East
C0296,Jamie Kunitz,Consumer,Niagara Falls,New York,14304,East
C0297,Alyssa Crouse,Corporate,San Francisco,California,94122,West
C0152,Ben Ferrer,Home Office,Los Angeles,California,90036,West
C0069,Clay Ludtke,Consumer,Seattle,Washington,98115,West
C0298,Max Engle,Consumer,Chicago,Illinois,60610,Central
C0299,Paul Van Hugh,Home Office,League City,Texas,77573,Central
C0272,Grace Kelly,Corporate,Los Angeles,California,90049,West
C0300,Arthur Wiediger,Home Office,Aurora,Illinois,60505,Central
C0301,Philip Brown,Consumer,Phoenix,Arizona,85023,West
C0044,Shui Tom,Consumer,Philadelphia,Pennsylvania,19140,East
C0302,Shirley Schmidt,Home Office,Newark,Delaware,19711,East
C0303,Barbara Fisher,Corporate,New York City,New York,10009,East
C0198,Victoria Wilson,Corporate,Sioux Falls,South Dakota,57103,Central
C0304,Adrian Hane,Home Office,Tucson,Arizona,85705,West
C0305,Jack Lebron,Consumer,New Rochelle,New York,10801,East
C0306,Christine Abelman,Corporate,Bristol,Connecticut,6010,East
C0307,Eugene Moren,Home Office,Great Falls,Montana,59405,West
C0308,Katherine Murray,Home Office,Dallas,Texas,75217,Central
C0309,Scot Wooten,Consumer,Springfield,Ohio,45503,East
C0310,Charles Crestani,Consumer,San Diego,California,92105,West
C0311,Roger Demir,Consumer,San Francisco,California,94122,West
C0105,Jonathan Doherty,Corporate,Riverside,California,92503,West
C0312,Michelle Ellison,Corporate,San Francisco,California,94122,West
C0313,Harry Marie,Corporate,Dallas,Texas,75217,Central
C0191,Patrick Gardner,Consumer,Omaha,Nebraska,68104,Central
C0314,Erin Mull,Consumer,New York City,New York,10024,East
C0202,Naresj Patel,Consumer,San Francisco,California,94122,West
C0315,Alejandro Ballentine,Home Office,Los Angeles,California,90008,West
C0316,John Lucas,Consumer,Houston,Texas,77095,Central
C0317,Arthur Gainer,Consumer,Tucson,Arizona,85705,West
C0200,Alejandro Grove,Consumer,New York City,New York,10011,East
C0318,Nick Crebassa,Corporate,San Francisco,California,94122,West
C0319,Ken Lonsdale,Consumer,San Francisco,California,94122,West
C0059,Vicky Freymann,Home Office,Los Angeles,California,90045,West
C0320,Carl Ludwig,Consumer,Chicago,Illinois,60623,Central
C0112,Kunst Miller,Consumer,North Las Vegas,Nevada,89031,West
C0005,Jack O'Briant,Corporate,Draper,Utah,84020,West
C0321,Sheri Gordon,Consumer,Atlanta,Georgia,30318,South
C0322,Luke Foster,Consumer,San Antonio,Texas,78207,Central
C0061,Giulietta Weimer,Consumer,San Francisco,California,94122,West
C0323,Aaron Smayling,Corporate,New York City,New York,10035,East
C0324,Barry Blumstein,Corporate,Los Angeles,California,90036,West
C0075,Chloris Kastensmidt,Consumer,Apopka,Florida,32712,South
C0325,Tom Stivers,Corporate,Seattle,Washington,98103,West
C0303,Barbara Fisher,Corporate,Charlotte,North Carolina,28205,South
C0326,Ivan Liston,Consumer,San Francisco,California,94122,West
C0327,Ann Steele,Home Office,Philadelphia,Pennsylvania,19120,East
C0328,Nick Zandusky,Home Office,Springfield,Missouri,65807,Central
C0207,Bruce Stewart,Consumer,Denver,Colorado,80219,West
C0329,Berenike Kampe,Consumer,New York City,New York,10035,East
C0293,Gary Hansen,Home Office,Glendale,Arizona,85301,West
C0330,Valerie Dominguez,Consumer,Pleasant Grove,Utah,84062,West
C0045,Marina Lichtenstein,Corporate,Bangor,Maine,4401,East
C0331,Chad Sievert,Consumer,Los Angeles,California,90004,West
C0332,Sonia Sunley,Consumer,San Francisco,California,94122,West
C0333,Ricardo Sperren,Corporate,Meriden,Connecticut,6450,East
C0154,Stephanie Phelps,Corporate,New York City,New York,10009,East
C0334,Gary Zandusky,Consumer,Texas City,Texas,77590,Central
C0335,Roland Fjeld,Consumer,Columbia,South Carolina,29203,South
C0336,Trudy Brown,Consumer,New York City,New York,10035,East
C0337,Lena Radford,Consumer,San Diego,California,92024,West
C0338,Maria Bertelson,Consumer,Glendale,Arizona,85301,West
C0052,Tamara Manning,Consumer,Vacaville,California,95687,West
C0339,Matt Abelman,Home Office,Trenton,Michigan,48183,Central
C0340,Vivek Gonzalez,Consumer,Jacksonville,Florida,32216,South
C0341,Andy Gerbode,Corporate,Saint Petersburg,Florida,33710,South
C0342,Emily Ducich,Home Office,San Diego,California,92037,West
C0343,Matthew Grinstein,Home Office,Seattle,Washington,98103,West
C0344,Joseph Holt,Consumer,Seattle,Washington,98103,West
C0345,Gene McClure,Consumer,Fresno,California,93727,West
C0311,Roger Demir,Consumer,Phoenix,Arizona,85023,West
C0194,Greg Matthias,Consumer,Seattle,Washington,98105,West
C0319,Ken Lonsdale,Consumer,New York City,New York,10035,East
C0346,Charles Sheldon,Corporate,Lakewood,New Jersey,8701,East
C0347,Ben Wallace,Consumer,San Francisco,California,94122,West
C0348,Duane Huffman,Home Office,Miami,Florida,33180,South
